===== 实验一：NL解析准确率 =====

--- 1.1 意图识别 5x5 混淆矩阵 ---
实际\预测,QUERY,CREATE,UPDATE,DELETE,STATISTICS
QUERY,20,0,0,0,0
CREATE,7,13,0,0,0
UPDATE,4,0,16,0,0
DELETE,4,0,0,16,0
STATISTICS,4,0,0,0,16

--- 1.2 实体类型识别 5x5 混淆矩阵 ---
实际\预测,EQUIPMENT,CONSUMABLE,INSPECTION,NULL
EQUIPMENT,36,0,0,0
CONSUMABLE,0,40,0,0
INSPECTION,0,0,24,0
NULL,0,0,0,0

--- 1.3 分类准确率汇总 ---
类别,样本数,意图准确率(%),实体类型准确率(%),实体ID准确率(%),综合准确率(%)
QUERY,20,100.0,100.0,100.0,100.0
CREATE,20,65.0,100.0,100.0,65.0
UPDATE,20,80.0,100.0,100.0,80.0
DELETE,20,80.0,100.0,100.0,80.0
STATISTICS,20,80.0,100.0,100.0,80.0
总体,100,81.0,100.0,100.0,81.0

--- 1.4 变体准确率对比 ---
变体,样本数,意图准确率(%),实体类型准确率(%),实体ID准确率(%),综合准确率(%)
STANDARD,25,100.0,100.0,100.0,100.0
COLLOQUIAL,25,48.0,100.0,100.0,48.0
ABBREVIATED,25,96.0,100.0,100.0,96.0
NOISY,25,80.0,100.0,100.0,80.0

--- 1.5 逐条测试结果详情 ---
类别,变体,输入文本,期望意图,实际意图,意图匹配,期望实体类型,实际实体类型,类型匹配,期望实体ID,实际实体ID,ID匹配
QUERY,NOISY,"那个耗材CS-2024-002的库存还有多少帮我看看",QUERY,QUERY,true,CONSUMABLE,CONSUMABLE,true,CS-2024-002,CS-2024-002,true
QUERY,NOISY,"就是那个巡检记录IN-2024-001查一下",QUERY,QUERY,true,INSPECTION,INSPECTION,true,IN-2024-001,IN-2024-001,true
QUERY,NOISY,"设备编号EQ-2024-005的维护情况麻烦查查",QUERY,QUERY,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-005,EQ-2024-005,true
QUERY,NOISY,"嗯关于耗材CS-2024-010的使用记录能查一下吗",QUERY,QUERY,true,CONSUMABLE,CONSUMABLE,true,CS-2024-010,CS-2024-010,true
CREATE,STANDARD,"新增耗材CS-2024-005",CREATE,CREATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-005,CS-2024-005,true
CREATE,STANDARD,"新增设备EQ-2024-010",CREATE,CREATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-010,EQ-2024-010,true
CREATE,STANDARD,"创建巡检记录IN-2024-015",CREATE,CREATE,true,INSPECTION,INSPECTION,true,IN-2024-015,IN-2024-015,true
CREATE,STANDARD,"新增耗材CS-2024-020",CREATE,CREATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-020,CS-2024-020,true
CREATE,STANDARD,"创建设备EQ-2024-030",CREATE,CREATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-030,EQ-2024-030,true
CREATE,COLLOQUIAL,"加一个CS-2024-005的耗材",CREATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-005,CS-2024-005,true
CREATE,COLLOQUIAL,"新来了一台设备EQ-2024-010登记一下",CREATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-010,EQ-2024-010,true
CREATE,COLLOQUIAL,"建一个巡检记录IN-2024-015",CREATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-015,IN-2024-015,true
CREATE,COLLOQUIAL,"补一个耗材CS-2024-020的信息",CREATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-020,CS-2024-020,true
CREATE,COLLOQUIAL,"登记新设备EQ-2024-030",CREATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-030,EQ-2024-030,true
CREATE,ABBREVIATED,"新增CS-2024-005",CREATE,CREATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-005,CS-2024-005,true
CREATE,ABBREVIATED,"添加EQ-2024-010",CREATE,CREATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-010,EQ-2024-010,true
CREATE,ABBREVIATED,"创建IN-2024-015",CREATE,CREATE,true,INSPECTION,INSPECTION,true,IN-2024-015,IN-2024-015,true
CREATE,ABBREVIATED,"新建CS-2024-020",CREATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-020,CS-2024-020,true
CREATE,ABBREVIATED,"添加EQ-2024-030",CREATE,CREATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-030,EQ-2024-030,true
CREATE,NOISY,"我们需要新增一个耗材编号CS-2024-005麻烦登记一下",CREATE,CREATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-005,CS-2024-005,true
CREATE,NOISY,"新到了一台设备EQ-2024-010请帮忙在系统里创建",CREATE,CREATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-010,EQ-2024-010,true
CREATE,NOISY,"巡检完成需要创建记录IN-2024-015记录一下",CREATE,CREATE,true,INSPECTION,INSPECTION,true,IN-2024-015,IN-2024-015,true
CREATE,NOISY,"麻烦把耗材CS-2024-020录入到系统里",CREATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-020,CS-2024-020,true
CREATE,NOISY,"新设备EQ-2024-030需要创建档案",CREATE,CREATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-030,EQ-2024-030,true
UPDATE,STANDARD,"修改设备EQ-2024-003的维护周期",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-003,EQ-2024-003,true
UPDATE,STANDARD,"更新耗材CS-2024-008的库存数量",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-008,CS-2024-008,true
UPDATE,STANDARD,"修改巡检记录IN-2024-012的状态",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-012,IN-2024-012,true
UPDATE,STANDARD,"更新设备EQ-2024-025的使用状态",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-025,EQ-2024-025,true
UPDATE,STANDARD,"修改耗材CS-2024-015的规格参数",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-015,CS-2024-015,true
UPDATE,COLLOQUIAL,"把EQ-2024-003的维护周期改一下",UPDATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-003,EQ-2024-003,true
UPDATE,COLLOQUIAL,"CS-2024-008库存数据要更新了",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-008,CS-2024-008,true
UPDATE,COLLOQUIAL,"IN-2024-012的记录状态改一下",UPDATE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-012,IN-2024-012,true
UPDATE,COLLOQUIAL,"EQ-2024-025这设备不是闲置了变更状态",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-025,EQ-2024-025,true
UPDATE,COLLOQUIAL,"CS-2024-015的规格变了",UPDATE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-015,CS-2024-015,true
UPDATE,ABBREVIATED,"修改EQ-2024-003周期",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-003,EQ-2024-003,true
UPDATE,ABBREVIATED,"更新CS-2024-008库存",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-008,CS-2024-008,true
UPDATE,ABBREVIATED,"修改IN-2024-012",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-012,IN-2024-012,true
UPDATE,ABBREVIATED,"更新EQ-2024-025状态",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-025,EQ-2024-025,true
UPDATE,ABBREVIATED,"编辑CS-2024-015参数",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-015,CS-2024-015,true
UPDATE,NOISY,"需要把设备EQ-2024-003的维护周期调整一下改为每月一次",UPDATE,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-003,EQ-2024-003,true
UPDATE,NOISY,"耗材CS-2024-008的库存数量好像不对需要更新一下",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-008,CS-2024-008,true
UPDATE,NOISY,"巡检记录IN-2024-012的状态需要修改为已完成",UPDATE,UPDATE,true,INSPECTION,INSPECTION,true,IN-2024-012,IN-2024-012,true
UPDATE,NOISY,"那个设备EQ-2024-025的状态麻烦更新一下改成维修中",UPDATE,UPDATE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-025,EQ-2024-025,true
UPDATE,NOISY,"耗材编号CS-2024-015的规格参数需要更新一下谢谢",UPDATE,UPDATE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-015,CS-2024-015,true
DELETE,STANDARD,"删除巡检记录IN-2024-010",DELETE,DELETE,true,INSPECTION,INSPECTION,true,IN-2024-010,IN-2024-010,true
DELETE,STANDARD,"删除耗材CS-2024-099",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-099,CS-2024-099,true
DELETE,STANDARD,"删除设备EQ-2024-088",DELETE,DELETE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-088,EQ-2024-088,true
DELETE,STANDARD,"删除巡检记录IN-2024-050",DELETE,DELETE,true,INSPECTION,INSPECTION,true,IN-2024-050,IN-2024-050,true
DELETE,STANDARD,"删除耗材CS-2024-077",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-077,CS-2024-077,true
DELETE,COLLOQUIAL,"把IN-2024-010这条记录删了",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-010,IN-2024-010,true
DELETE,COLLOQUIAL,"CS-2024-099不需要了删掉",DELETE,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-099,CS-2024-099,true
DELETE,COLLOQUIAL,"EQ-2024-088报废了移除",DELETE,DELETE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-088,EQ-2024-088,true
DELETE,COLLOQUIAL,"IN-2024-050这条巡检记录作废",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-050,IN-2024-050,true
DELETE,COLLOQUIAL,"CS-2024-077这个耗材登记错了删除",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-077,CS-2024-077,true
DELETE,ABBREVIATED,"删除IN-2024-010",DELETE,DELETE,true,INSPECTION,INSPECTION,true,IN-2024-010,IN-2024-010,true
DELETE,ABBREVIATED,"移除CS-2024-099",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-099,CS-2024-099,true
DELETE,ABBREVIATED,"删除EQ-2024-088",DELETE,DELETE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-088,EQ-2024-088,true
DELETE,ABBREVIATED,"删除IN-2024-050",DELETE,DELETE,true,INSPECTION,INSPECTION,true,IN-2024-050,IN-2024-050,true
DELETE,ABBREVIATED,"移除CS-2024-077",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-077,CS-2024-077,true
DELETE,NOISY,"巡检记录IN-2024-010数据有误需要删除重新录入",DELETE,DELETE,true,INSPECTION,INSPECTION,true,IN-2024-010,IN-2024-010,true
DELETE,NOISY,"耗材CS-2024-099已经过期了请帮忙删除掉",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-099,CS-2024-099,true
DELETE,NOISY,"设备EQ-2024-088已经报废了麻烦移除相关记录",DELETE,DELETE,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-088,EQ-2024-088,true
DELETE,NOISY,"那个旧的巡检记录IN-2024-050没有用了可以删掉",DELETE,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-050,IN-2024-050,true
DELETE,NOISY,"不好意思CS-2024-077录入重复了请删除",DELETE,DELETE,true,CONSUMABLE,CONSUMABLE,true,CS-2024-077,CS-2024-077,true
STATISTICS,STANDARD,"统计本月耗材消耗数量",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,,,true
STATISTICS,STANDARD,"统计本季度设备故障次数",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,,,true
STATISTICS,STANDARD,"统计本月巡检完成率",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,,,true
STATISTICS,STANDARD,"统计耗材CS-2024-001的总消耗",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-001,CS-2024-001,true
STATISTICS,STANDARD,"统计设备EQ-2024-005的巡检次数",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-005,EQ-2024-005,true
STATISTICS,COLLOQUIAL,"帮我看看这个月用了多少耗材",STATISTICS,QUERY,false,CONSUMABLE,CONSUMABLE,true,,,true
STATISTICS,COLLOQUIAL,"这季度设备坏了多少次统计一下",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,,,true
STATISTICS,COLLOQUIAL,"本月巡检完成了多少统计一下",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,,,true
STATISTICS,COLLOQUIAL,"CS-2024-001一共用了多少",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-001,CS-2024-001,true
STATISTICS,COLLOQUIAL,"EQ-2024-005巡检过几次",STATISTICS,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-005,EQ-2024-005,true
STATISTICS,ABBREVIATED,"统计本月耗材",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,,,true
STATISTICS,ABBREVIATED,"汇总设备故障",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,,,true
STATISTICS,ABBREVIATED,"统计巡检完成",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,,,true
STATISTICS,ABBREVIATED,"耗材消耗数量统计",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,,,true
STATISTICS,ABBREVIATED,"设备巡检统计",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,,,true
STATISTICS,NOISY,"麻烦帮我统计一下这个月大概消耗了多少耗材",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,,,true
STATISTICS,NOISY,"我想了解一下本季度设备故障的次数大概是多少",STATISTICS,QUERY,false,EQUIPMENT,EQUIPMENT,true,,,true
STATISTICS,NOISY,"帮我汇总一下本月巡检记录的完成情况吧",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,,,true
STATISTICS,NOISY,"查询一下耗材CS-2024-001总的消耗情况统计一下",STATISTICS,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-001,CS-2024-001,true
STATISTICS,NOISY,"统计一下设备EQ-2024-005历史巡检的次数有多少",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-005,EQ-2024-005,true
